# REFERENCE ONLY - do NOT pass this file to Invoke-QuotaRecon.ps1.
# Regenerate with tools/New-QRReferences.ps1 whenever Azure ships new SKUs.
# Source: GET /providers/Microsoft.Compute/skus?api-version=2021-07-01
# FamilyKey is what you would type in templates/skus.csv to hit a family;
# Size is what you would type to hit a specific size.
"Family","FamilyKey","Size","vCPUs","MemoryGB","RegionsOffered"
"standardBSFamily","bs","Standard_B12ms","12","48","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B16ms","16","64","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B1ls","1","0.5","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B1ms","1","2","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B1s","1","1","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B20ms","20","80","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B2ms","2","8","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B2s","2","4","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B4ms","4","16","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBSFamily","bs","Standard_B8ms","8","32","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,EastUSSLV,EastUSSTG,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,WestIndia,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B16ls_v2","16","32","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B16s_v2","16","64","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B2ls_v2","2","4","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B2s_v2","2","8","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B2ts_v2","2","1","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B32ls_v2","32","64","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B32s_v2","32","128","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B4ls_v2","4","8","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B4s_v2","4","16","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B8ls_v2","8","16","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
"standardBsv2Family","bsv2","Standard_B8s_v2","8","32","AustraliaCentral,AustraliaCentral2,australiaeast,australiasoutheast,AustriaEast,BelgiumCentral,brazilsouth,BrazilSoutheast,CanadaCentral,CanadaEast,CentralIndia,centralus,CentralUSEUAP,ChileCentral,DenmarkEast,eastasia,eastus,eastus2,EastUS2EUAP,EastUS3,FranceCentral,FranceSouth,GermanyNorth,GermanyWestCentral,IndiaSouthCentral,IndonesiaCentral,IsraelCentral,IsraelNorthwest,ItalyNorth,japaneast,japanwest,JioIndiaCentral,JioIndiaWest,KoreaCentral,KoreaSouth,MalaysiaSouth,MalaysiaWest,MexicoCentral,NewZealandNorth,northcentralus,NortheastUS5,northeurope,NorwayEast,NorwayWest,PolandCentral,QatarCentral,SaudiArabiaEast,SouthAfricaNorth,SouthAfricaWest,southcentralus,SouthCentralUS2,SouthCentralUSSTG,southeastasia,SoutheastAsia3,SoutheastUS,SoutheastUS3,SoutheastUS5,SouthIndia,SouthwestUS,SpainCentral,SwedenCentral,SwedenSouth,SwitzerlandNorth,SwitzerlandWest,TaiwanNorth,TaiwanNorthwest,UAECentral,UAENorth,uksouth,ukwest,westcentralus,WestCentralUSFRE,westeurope,westus,westus2,WestUS3"
